Distance_(pixels),Gray_Value
1871,20.0000
1872,20.0000
1873,20.0000
1874,20.0000
1875,20.0000
1876,20.0000
1877,20.0000
1878,20.0000
1879,20.0000
1880,20.0000
1881,20.0000
1882,20.0000
1883,20.0000
1884,20.0000
1885,20.0000
1886,20.0000
1887,19.7598
1888,19.7427
1889,19.7256
1890,19.7085
1891,19.6915
1892,19.6744
1893,19.6573
1894,19.6402
1895,19.6231
1896,19.6060
1897,19.5889
1898,20.0000
1899,20.0000
1900,19.0000
1901,19.0000
1902,19.0000
1903,19.0000
1904,19.0000
1905,19.0000
1906,19.0000
1907,19.0000
1908,19.0000
1909,19.0000
1910,20.0000
1911,20.0000
1912,20.0000
1913,20.0000
1914,18.0000
1915,18.0000
1916,18.0000
1917,18.0000
1918,18.0000
1919,18.0000
1920,18.0000
1921,18.0000
1922,18.0000
1923,18.0000
1924,18.0000
1925,18.0000
1926,18.0000
1927,18.0000
1928,18.0000
1929,18.0000
1930,18.0000
1931,18.0000
1932,18.0000
1933,18.0000
1934,18.0000
1935,18.0000
1936,18.0000
1937,18.0000
1938,18.0000
1939,18.0000
1940,18.0000
1941,18.0000
1942,18.0000
1943,18.0000
1944,18.0000
1945,18.0000
1946,17.0000
1947,17.0000
1948,17.0000
1949,17.0000
1950,17.0000
1951,17.0000
1952,17.0000
1953,17.0000
1954,17.0000
1955,17.0000
1956,17.0000
1957,17.0000
1958,17.0000
1959,17.0000
1960,17.0000
1961,17.0000
1962,17.0000
1963,17.0000
1964,17.0000
1965,17.0000
1966,17.0000
1967,17.0000
1968,17.0000
1969,16.0000
1970,16.0000
1971,16.0000
1972,16.0000
1973,16.0000
1974,15.0000
1975,15.0000
1976,15.0000
1977,15.0000
1978,12.6151
1979,18.6241
1980,19.1457
1981,16.5387
1982,19.1367
1983,0.2392
1984,0.0000
1985,1.8291
1986,0.0000
1987,0.0000
1988,0.0000
1989,0.0000
1990,0.0000
